Name,Mobile,address,Shift,type,Joined,City,state,rating,reviews,open_now,lat,lng,status,website
"Banquet Halls in Hari Nagar","079 6908 1906","1B, Sub District Center,Hari Nagar New Delhi, Block BE, Hari Nagar, Delhi, 110064, India","DAY","Third Party","","Delhi","Delhi","","","true","28.6303662","77.1195223","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/hari-nagar"
"5, Ashoka Road, New Delhi 110001","","5, Ashoka Rd, Janpath, Connaught Place, New Delhi, Delhi 110001, India","DAY","Third Party","","Delhi","Delhi","4.4","933","true","28.6171238","77.2246267","OPERATIONAL",""
"Shehnai Banquet","092929 29206","Near Delhi Gate, Jawaharlal Nehru Marg, Turkman Gate, Chandni Chowk, New Delhi, Delhi, 110002, India","DAY","Third Party","","Delhi","Delhi","4.2","260","true","28.6403402","77.2375842","OPERATIONAL","http://shehnaibanquet.com/"
"Club Riviera by FNP Venues","078278 12345","NH - 8, Golf Dr, behind the leela Hotel Ambience, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India","DAY","Third Party","","Delhi","Delhi","4.5","1993","true","28.4988759","77.1083032","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-gurgaon/club-riviera/"
"Weddingz.In Banquet, Vivek Vihar","080 4812 3602","Plot C, Vivek Vihar Community Center, next to Bar-B-Que. Nation, Block C, Surajmal Vihar, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","3.9","306","true","28.6657455","77.3039087","OPERATIONAL","https://weddingz.in/delhi/weddingzin-banquet-naraina/"
"Woodland Lawns","","Gymkhana Club Guard Room, 2, Safdarjung Rd, Safdarjung Lane Area, Delhi Gymkhana Club, New Delhi, Delhi 110011, India","DAY","Third Party","","Delhi","Delhi","4.1","25","","28.5977187","77.2045071","OPERATIONAL",""
"Amber Mahal | banquet hall in Ghaziabad | Wedding hall in Ghaziabad","098105 57519","354, VIP Road, Pandav Nagar, Ghaziabad, Uttar Pradesh 201002, India","DAY","Third Party","","Delhi","Delhi","4","1260","true","28.6575046","77.46972679999999","OPERATIONAL","https://ambermahal.com/"
"Majestic Crown Banquet","072930 27777","24, Najafgarh Rd, Block C, Najafgarh Road Industrial Area, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.8","19264","true","28.66409669999999","77.15718559999999","OPERATIONAL","http://bitly.ws/fLsW"
"The Grand Horizon","098997 12822","Shivaji Marg, Moti Nagar, Karampura Industrial Area, Najafgarh Road Industrial Area, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.2","2632","true","28.6615918","77.150921","OPERATIONAL","https://www.instagram.com/thegrandhorizonbanquet/"
"Pushpanjali Wedding Venues","098733 27960","Khasra No. 509 Gurgaon Road Opposite Fun N Food Village, D Block, Kapas Hera, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.4","7","true","28.5206426","77.0824428","OPERATIONAL","https://www.getyourvenue.com/popular-choices/wedding-venues-in-nh8-pushpanjali/"
